sales_id,customer_id,product_id,store_id,quantity,discount,date,total_amount
2260,57,92,20,3,12.5,2025-06-28,939.91
2261,145,39,8,1,22.72,2025-06-28,265.61
2262,167,23,9,1,6.81,2025-06-28,139.42
2263,90,68,7,3,6.64,2025-06-28,1126.17
2264,196,52,14,2,4.84,2025-06-28,739.75
2265,55,4,2,2,11.16,2025-06-28,535.42
2266,45,47,11,2,25.41,2025-06-28,237.64
2267,1,21,8,1,24.84,2025-06-28,231.4
2268,21,56,13,4,11.48,2025-06-28,1633.48
2269,21,66,15,1,17.67,2025-06-28,225.28
2270,52,59,3,4,21.62,2025-06-28,85.87
2271,82,7,14,4,7.24,2025-06-28,125.23
2272,171,49,15,2,5.04,2025-06-28,523.46
2273,180,16,2,4,29.16,2025-06-28,271.43
2274,67,17,19,1,18.53,2025-06-28,126.77
2275,113,84,12,1,29.44,2025-06-28,25.73
2276,44,87,20,2,10.13,2025-06-28,658.14
2277,160,98,4,3,21.09,2025-06-28,512.83
2278,10,75,3,1,6.68,2025-06-28,331.18
2279,64,34,5,4,7.84,2025-06-28,1749.93
2280,69,33,3,1,15.36,2025-06-28,31.49
2281,68,26,15,1,9.59,2025-06-28,355.91
2282,28,66,19,1,5.03,2025-06-28,259.87
2283,181,63,2,3,7.89,2025-06-28,1147.41
2284,116,87,12,4,1.07,2025-06-28,1448.97
2285,51,41,5,2,21.13,2025-06-28,103.18
2286,181,86,17,1,14.76,2025-06-28,141.47
2287,4,58,14,4,2.83,2025-06-28,396.49
2288,79,98,10,4,5.15,2025-06-28,821.89
2289,17,79,3,2,3.08,2025-06-28,353.64
2290,108,10,4,1,18.38,2025-06-28,290.16
2291,195,15,6,3,2.83,2025-06-28,276.93
2292,74,42,16,4,22.63,2025-06-28,774.04
2293,175,93,7,2,0.62,2025-06-28,758.45
2294,184,57,15,3,7.48,2025-06-28,135.45
2295,23,87,20,4,26.72,2025-06-28,1073.29
2296,18,17,11,1,21.56,2025-06-28,122.05
2297,129,60,1,4,2.19,2025-06-28,649.61
2298,35,9,5,3,24.63,2025-06-28,684.1
2299,64,36,13,3,14.79,2025-06-28,1035.71
2300,186,73,14,1,25.4,2025-06-28,5.77
2301,59,80,9,1,18.02,2025-06-28,51.12
2302,1,36,17,2,20.45,2025-06-28,644.61
2303,131,48,15,1,29.81,2025-06-28,184.2
2304,67,51,7,2,6.97,2025-06-28,902.28
2305,37,97,12,3,18.72,2025-06-28,643.13
2306,29,95,6,3,13.81,2025-06-28,999.71
2307,89,70,16,4,1.18,2025-06-28,1950.75
2308,161,74,5,4,0.43,2025-06-28,1627.57
2309,100,80,9,2,3.58,2025-06-28,120.26
2310,189,68,14,1,19.47,2025-06-28,323.8
2311,122,22,8,1,17.01,2025-06-28,61.45
2312,90,77,14,4,16.6,2025-06-28,1290.3
2313,132,80,12,3,0.96,2025-06-28,185.28
2314,14,93,10,2,14.08,2025-06-28,655.72
2315,161,6,20,3,27.74,2025-06-28,178.24
2316,150,26,20,3,11.93,2025-06-28,1040.09
2317,176,75,13,1,18.75,2025-06-28,288.35
2318,131,88,19,2,23.39,2025-06-28,491.21
2319,85,93,15,3,23.52,2025-06-28,875.52
2320,151,3,8,4,15.58,2025-06-28,1240.43
2321,196,52,10,4,25.74,2025-06-28,1154.56
2322,21,74,3,1,11.74,2025-06-28,360.67
2323,171,60,3,4,26.66,2025-06-28,487.09
2324,26,63,5,4,7.21,2025-06-28,1541.17
2325,41,65,16,3,8.41,2025-06-28,395.83
2326,122,52,17,4,1.59,2025-06-28,1530.04
2327,38,90,6,4,23.87,2025-06-28,727.04
2328,88,76,20,3,12.51,2025-06-28,960.27
2329,11,14,20,1,6.87,2025-06-28,102.55
2330,29,89,16,1,6.95,2025-06-28,413.3
2331,60,72,2,2,27.04,2025-06-28,150.82
2332,195,68,20,4,25.02,2025-06-28,1205.95
2333,193,28,15,3,16.61,2025-06-28,649.32
2334,61,71,18,2,18.48,2025-06-28,631.39
2335,147,10,1,1,14.23,2025-06-28,304.91
2336,174,57,19,1,11.75,2025-06-28,43.07
2337,177,100,12,3,27.46,2025-06-28,127.11
2338,22,66,8,2,3.77,2025-06-28,526.63
2339,78,90,6,2,12.55,2025-06-28,417.57
2340,113,50,12,3,10.34,2025-06-28,259.57
2341,185,14,7,3,14.94,2025-06-28,280.98
2342,123,16,18,2,13.73,2025-06-28,165.28
2343,142,54,14,1,15.57,2025-06-28,378.2
2344,44,43,8,4,4.2,2025-06-28,84.38
2345,144,42,20,1,15.39,2025-06-28,211.62
2346,97,81,14,3,7.27,2025-06-28,1202.45
2347,77,22,5,2,5.53,2025-06-28,139.91
2348,140,68,9,2,1.95,2025-06-28,788.5
2349,55,19,8,4,22.88,2025-06-28,674.99
2350,51,66,2,2,12.82,2025-06-28,477.1
2351,102,39,16,4,18.8,2025-06-28,1116.34
2352,167,73,13,1,21.83,2025-06-28,6.04
2353,161,19,7,1,20.38,2025-06-28,174.22
2354,161,16,16,2,14.12,2025-06-28,164.53
2355,29,54,7,2,11.64,2025-06-28,791.6
2356,69,25,14,3,11.28,2025-06-28,614.16
2357,198,18,14,3,19.2,2025-06-28,641.75
2358,159,23,12,2,14.84,2025-06-28,254.82
2359,80,85,1,2,25.47,2025-06-28,236.92
2360,31,11,1,1,26.24,2025-06-28,11.2
2361,112,39,12,2,5.12,2025-06-28,652.21
2362,46,68,20,3,4.09,2025-06-28,1156.93
2363,97,25,15,1,18.91,2025-06-28,187.12
2364,52,63,4,4,9.04,2025-06-28,1510.77
2365,138,96,7,3,0.56,2025-06-28,744.1
2366,74,30,16,3,26.66,2025-06-28,61.58
2367,41,45,3,1,6.81,2025-06-28,124.04
2368,77,90,7,4,27.88,2025-06-28,688.75
2369,131,61,6,3,21.52,2025-06-28,464.76
2370,187,100,16,2,22.88,2025-06-28,90.09
2371,114,51,8,3,6.04,2025-06-28,1366.95
2372,52,98,6,1,7.03,2025-06-28,201.4
2373,162,9,10,1,15.64,2025-06-28,255.23
2374,177,76,16,1,5.16,2025-06-28,346.98
2375,156,2,11,3,9.16,2025-06-28,1296.11
2376,87,5,13,4,9.64,2025-06-28,297.21
2377,109,62,6,2,4.79,2025-06-28,265.29
2378,141,69,1,1,6.16,2025-06-28,39.32
2379,69,52,19,4,23.66,2025-06-28,1186.9
2380,120,86,12,2,5.02,2025-06-28,315.28
2381,67,5,6,1,0.85,2025-06-28,81.53
2382,61,59,18,2,18.88,2025-06-28,44.44
2383,188,68,13,2,29.28,2025-06-28,568.72
2384,71,9,7,4,9.94,2025-06-28,1089.91
2385,152,93,13,2,3.56,2025-06-28,736.01
2386,191,22,8,1,17.11,2025-06-28,61.38
2387,189,27,17,4,27.19,2025-06-28,302.42
2388,151,10,9,3,23.52,2025-06-28,815.66
2389,30,80,20,3,18.68,2025-06-28,152.13
2390,188,61,13,4,9.45,2025-06-28,714.98
2391,146,51,2,3,16.26,2025-06-28,1218.27
2392,96,10,4,2,2.74,2025-06-28,691.52
2393,56,6,2,1,20.37,2025-06-28,65.47
2394,53,62,4,2,21.75,2025-06-28,218.04
2395,7,5,18,4,28.95,2025-06-28,233.7
2396,97,70,5,1,7.81,2025-06-28,454.97
2397,197,63,19,4,0.55,2025-06-28,1651.78
2398,113,56,10,4,16.37,2025-06-28,1543.24
2399,125,59,18,4,21.2,2025-06-28,86.33
2400,200,63,10,2,23.71,2025-06-28,633.56
2401,180,89,5,1,5.81,2025-06-28,418.36
2402,132,59,17,1,7.85,2025-06-28,25.24
2403,162,51,13,1,15.38,2025-06-28,410.36
2404,197,50,17,2,9.92,2025-06-28,173.85
2405,161,4,9,3,25.82,2025-06-28,670.6
2406,121,48,12,2,14.21,2025-06-28,450.28
2407,197,32,14,2,23.99,2025-06-28,135.92
2408,38,51,14,4,17.42,2025-06-28,1601.85
2409,122,52,8,1,23.19,2025-06-28,298.55
2410,26,99,5,1,9.98,2025-06-28,15.83
2411,129,74,19,3,24.94,2025-06-28,920.2
2412,4,34,14,3,8.24,2025-06-28,1306.75
2413,39,36,9,4,16.38,2025-06-28,1355.18
2414,54,70,7,1,6.42,2025-06-28,461.83
2415,161,43,8,3,14.27,2025-06-28,56.63
2416,33,16,14,3,9.55,2025-06-28,259.93
2417,200,59,14,1,8.0,2025-06-28,25.2
2418,20,53,11,2,29.01,2025-06-28,667.38
2419,16,19,14,3,4.8,2025-06-28,624.92
2420,149,98,8,1,23.62,2025-06-28,165.46
2421,173,89,3,3,29.52,2025-06-28,939.15
2422,127,95,18,4,0.6,2025-06-28,1537.24
2423,87,41,3,3,20.97,2025-06-28,155.08
2424,82,81,13,1,7.59,2025-06-28,399.43
2425,62,47,12,3,1.21,2025-06-28,472.12
2426,31,94,15,4,12.09,2025-06-28,994.54
2427,42,54,18,4,28.06,2025-06-28,1288.99
2428,12,55,5,3,0.35,2025-06-28,899.72
2429,65,95,7,3,17.64,2025-06-28,955.29
2430,73,19,11,4,15.04,2025-06-28,743.6
2431,131,62,11,4,26.2,2025-06-28,411.27
2432,115,99,15,2,2.52,2025-06-28,34.27
2433,137,93,10,2,20.45,2025-06-28,607.11
2434,106,59,15,4,20.4,2025-06-28,87.21
2435,179,65,13,3,20.07,2025-06-28,345.44
2436,16,68,14,1,28.27,2025-06-28,288.42
2437,78,28,17,3,24.69,2025-06-28,586.4
2438,125,18,13,3,1.26,2025-06-28,784.24
2439,131,26,10,2,14.13,2025-06-28,676.07
2440,152,19,1,2,11.94,2025-06-28,385.37
2441,141,55,1,2,9.3,2025-06-28,545.94
2442,130,57,15,4,13.54,2025-06-28,168.77
2443,199,6,16,4,11.53,2025-06-28,290.96
2444,112,1,12,3,12.97,2025-06-28,497.12
2445,127,8,6,3,29.38,2025-06-28,918.96
2446,21,97,6,1,2.66,2025-06-28,256.73
2447,147,51,12,3,27.67,2025-06-28,1052.27
2448,89,85,15,3,14.41,2025-06-28,408.11
2449,47,88,4,2,18.71,2025-06-28,521.22
2450,150,25,4,2,24.91,2025-06-28,346.54
2451,161,47,2,2,10.81,2025-06-28,284.16
2452,160,55,12,2,12.91,2025-06-28,524.21
2453,192,64,7,2,12.29,2025-06-28,318.55
2454,85,83,20,1,11.24,2025-06-28,149.82
2455,167,93,9,1,27.77,2025-06-28,275.62
2456,128,10,9,1,24.87,2025-06-28,267.09
2457,72,56,8,2,3.27,2025-06-28,892.49
2458,42,12,14,4,3.24,2025-06-28,1877.57
2459,9,33,1,2,12.84,2025-06-28,64.85
2460,25,71,12,2,2.96,2025-06-28,751.59
2461,2,17,2,1,18.57,2025-06-28,126.71
2462,19,61,13,2,4.31,2025-06-28,377.78
2463,20,10,4,1,15.67,2025-06-28,299.79
2464,70,31,20,2,0.22,2025-06-28,610.11
2465,17,60,18,3,9.5,2025-06-28,450.8
2466,124,70,19,4,20.32,2025-06-28,1572.92
2467,89,17,16,4,14.52,2025-06-28,532.03
2468,196,50,14,1,29.35,2025-06-28,68.18
2469,94,37,8,3,26.22,2025-06-28,344.8
2470,84,82,12,4,10.77,2025-06-28,1119.05
2471,131,62,9,1,1.36,2025-06-28,137.43
2472,87,90,6,2,25.37,2025-06-28,356.36
2473,51,80,18,2,27.34,2025-06-28,90.62
2474,82,72,2,3,24.62,2025-06-28,233.74
2475,154,88,8,4,3.84,2025-06-28,1233.12
2476,184,77,14,2,29.94,2025-06-28,541.96
2477,192,29,6,1,7.76,2025-06-28,275.11
2478,8,32,10,2,21.73,2025-06-28,139.96
2479,165,88,8,2,27.24,2025-06-28,466.52
2480,121,80,17,4,7.07,2025-06-28,231.8
2481,155,11,12,4,27.25,2025-06-28,44.2
2482,173,96,17,1,9.28,2025-06-28,226.28
2483,4,6,13,3,29.29,2025-06-28,174.41
2484,86,35,19,3,8.44,2025-06-28,1326.68
2485,128,33,12,2,28.6,2025-06-28,53.12
2486,110,18,16,1,1.61,2025-06-28,260.49
2487,99,37,5,3,21.28,2025-06-28,367.89
2488,37,13,16,3,15.96,2025-06-28,1051.49
2489,71,74,6,2,14.34,2025-06-28,700.1
2490,33,90,11,1,6.7,2025-06-28,222.75
2491,31,81,17,3,21.17,2025-06-28,1022.2
2492,183,64,14,4,5.72,2025-06-28,684.81
2493,125,1,6,4,16.59,2025-06-28,635.25
2494,12,63,11,2,7.6,2025-06-28,767.35
2495,11,89,12,2,28.67,2025-06-28,633.65
2496,88,34,13,2,0.86,2025-06-28,941.24
2497,72,10,4,2,5.99,2025-06-28,668.41
2498,32,84,7,3,7.27,2025-06-28,101.43
2499,57,7,2,1,12.42,2025-06-28,29.56
2500,166,56,6,2,6.98,2025-06-28,858.26
2501,188,80,6,2,14.74,2025-06-28,106.34
2502,86,37,18,3,26.17,2025-06-28,345.04
2503,19,29,20,2,21.36,2025-06-28,469.09
2504,116,12,8,2,17.4,2025-06-28,801.4
2505,184,17,8,1,2.67,2025-06-28,151.45
2506,14,48,8,4,20.82,2025-06-28,831.17
2507,33,84,8,2,4.99,2025-06-28,69.28
2508,10,26,1,3,23.59,2025-06-28,902.39
2509,80,83,2,1,7.5,2025-06-28,156.13
2510,192,12,12,3,12.51,2025-06-28,1273.27
2511,64,21,15,1,10.51,2025-06-28,275.51
2512,190,42,4,1,25.76,2025-06-28,185.68
2513,68,61,3,2,3.8,2025-06-28,379.8
2514,92,58,14,2,16.97,2025-06-28,169.4
2515,125,54,8,2,4.26,2025-06-28,857.72
2516,171,34,13,4,21.14,2025-06-28,1497.39
2517,80,7,19,4,27.15,2025-06-28,98.35
2518,59,35,5,3,13.04,2025-06-28,1260.02
2519,180,15,13,2,14.64,2025-06-28,162.18
2520,97,65,20,4,27.82,2025-06-28,415.93
2521,19,90,1,2,15.63,2025-06-28,402.87
2522,149,99,16,4,14.63,2025-06-28,60.03
2523,22,25,2,4,17.35,2025-06-28,762.86
2524,9,59,7,1,20.68,2025-06-28,21.73
2525,9,79,6,2,3.21,2025-06-28,353.17
2526,27,86,5,2,24.63,2025-06-28,250.18
2527,17,6,4,4,13.07,2025-06-28,285.9
2528,172,52,2,2,2.17,2025-06-28,760.51
2529,45,79,10,4,23.59,2025-06-28,557.61
2530,8,88,5,2,11.31,2025-06-28,568.66
2531,146,21,18,1,3.01,2025-06-28,298.6
2532,125,71,10,2,19.01,2025-06-28,627.28
