order_id,customer_id,order_date,order_amount,order_status
102,1011,2025-05-31,105.76,Cancelled
103,1031,2025-06-17,399.22,Placed
104,1082,2025-06-28,294.66,Delivered
105,1025,2025-06-12,458.0,Shipped
106,1014,2025-06-26,57.51,Cancelled
107,1080,2025-06-23,460.58,Delivered
108,1061,2025-06-14,413.21,Cancelled
109,1026,2025-06-21,198.68,Cancelled
110,1088,2025-06-07,434.65,Cancelled
111,1046,2025-06-04,477.44,Placed
112,1054,2025-06-22,154.42,Cancelled
113,1068,2025-06-23,395.42,Delivered
114,1074,2025-06-09,451.67,Delivered
115,1059,2025-06-28,69.86,Shipped
116,1067,2025-06-03,224.82,Placed
117,1082,2025-06-18,479.89,Cancelled
118,1029,2025-06-09,162.26,Shipped
119,1031,2025-06-02,349.2,Delivered
120,1080,2025-06-29,194.95,Delivered
121,1015,2025-06-18,246.96,Shipped
122,1023,2025-06-17,74.24,Cancelled
123,1058,2025-06-12,376.8,Placed
124,1057,2025-06-03,247.83,Delivered
125,1034,2025-06-16,143.15,Cancelled
126,1025,2025-06-05,233.83,Shipped
127,1005,2025-06-07,298.62,Shipped
128,1093,2025-06-19,398.61,Placed
129,1100,2025-06-15,352.97,Delivered
130,1054,2025-06-15,200.87,Delivered
131,1051,2025-06-12,462.4,Shipped
132,1054,2025-06-19,394.18,Placed
133,1036,2025-06-06,267.61,Cancelled
134,1045,2025-06-22,244.06,Shipped
135,1012,2025-06-20,285.83,Delivered
136,1045,2025-06-28,318.77,Shipped
137,1090,2025-06-04,157.0,Cancelled
138,1004,2025-06-19,393.14,Placed
139,1026,2025-05-31,369.11,Delivered
140,1011,2025-06-19,83.36,Delivered
141,1042,2025-06-28,278.8,Shipped
142,1038,2025-06-10,93.87,Delivered
143,1015,2025-05-31,110.11,Placed
144,1043,2025-06-30,79.21,Cancelled
145,1003,2025-06-08,408.52,Placed
146,1001,2025-06-03,441.11,Shipped
147,1002,2025-06-08,123.15,Shipped
148,1084,2025-06-21,307.13,Shipped
149,1038,2025-06-28,207.48,Cancelled
150,1088,2025-06-21,263.02,Shipped
151,1000,2025-06-21,295.6,Shipped
152,1023,2025-06-16,477.79,Shipped
153,1097,2025-06-02,281.51,Shipped
154,1005,2025-06-17,447.33,Delivered
155,1038,2025-06-30,149.98,Shipped
156,1053,2025-06-25,249.77,Shipped
157,1052,2025-06-10,471.68,Shipped
158,1031,2025-06-27,413.34,Shipped
159,1031,2025-06-02,210.59,Placed
160,1020,2025-06-14,257.91,Shipped
161,1033,2025-06-11,269.87,Placed
162,1001,2025-06-22,466.32,Cancelled
163,1026,2025-06-08,83.71,Cancelled
164,1084,2025-06-28,392.09,Shipped
165,1059,2025-06-07,372.61,Shipped
166,1086,2025-06-12,414.87,Shipped
167,1051,2025-06-21,93.52,Placed
168,1014,2025-06-27,275.91,Cancelled
169,1009,2025-06-24,79.42,Placed
170,1066,2025-06-18,450.01,Delivered
171,1003,2025-06-12,99.29,Cancelled
172,1049,2025-06-08,424.54,Cancelled
173,1065,2025-06-01,191.01,Cancelled
174,1046,2025-06-22,121.69,Cancelled
175,1029,2025-06-11,310.11,Delivered
176,1080,2025-06-03,243.7,Delivered
177,1007,2025-06-11,356.76,Cancelled
178,1061,2025-06-11,373.32,Cancelled
179,1045,2025-06-03,226.45,Delivered
180,1053,2025-06-02,69.89,Placed
181,1016,2025-06-17,52.98,Shipped
182,1095,2025-05-31,388.21,Placed
183,1085,2025-06-15,365.64,Placed
184,1085,2025-06-28,436.98,Shipped
185,1028,2025-06-07,259.8,Placed
186,1022,2025-06-13,384.16,Shipped
187,1057,2025-06-15,249.25,Placed
188,1083,2025-06-14,244.24,Shipped
189,1045,2025-06-07,395.98,Cancelled
190,1057,2025-06-29,462.05,Shipped
191,1091,2025-06-27,312.65,Cancelled
192,1006,2025-06-17,340.53,Cancelled
193,1083,2025-06-29,317.6,Cancelled
194,1054,2025-05-31,404.5,Placed
195,1078,2025-06-10,381.86,Delivered
196,1061,2025-06-27,239.88,Delivered
197,1037,2025-06-15,473.17,Delivered
198,1012,2025-06-29,363.18,Delivered
199,1000,2025-06-28,351.72,Delivered
200,1095,2025-06-29,132.11,Cancelled
201,1079,2025-06-20,430.69,Shipped
202,1036,2025-05-31,482.72,Cancelled
203,1086,2025-06-29,286.87,Cancelled
204,1081,2025-06-16,397.76,Cancelled
205,1036,2025-06-13,326.46,Placed
206,1077,2025-06-26,139.06,Placed
207,1053,2025-06-27,342.67,Placed
208,1067,2025-06-02,439.2,Shipped
209,1013,2025-06-30,336.82,Cancelled
210,1094,2025-05-31,357.75,Delivered
211,1012,2025-06-07,354.65,Placed
212,1032,2025-06-02,345.58,Placed
213,1038,2025-06-22,410.3,Shipped
214,1050,2025-06-28,339.21,Delivered
215,1097,2025-06-20,488.33,Shipped
216,1011,2025-06-26,459.44,Cancelled
217,1100,2025-06-14,294.49,Shipped
218,1002,2025-06-03,439.47,Cancelled
219,1026,2025-06-14,439.2,Cancelled
220,1024,2025-06-02,74.03,Shipped
221,1028,2025-06-18,335.37,Delivered
222,1066,2025-06-03,412.18,Cancelled
223,1019,2025-06-13,424.21,Cancelled
224,1090,2025-06-27,389.78,Placed
225,1099,2025-06-01,497.65,Cancelled
226,1066,2025-06-19,418.54,Placed
227,1000,2025-06-04,355.57,Placed
228,1010,2025-06-22,324.58,Placed
229,1080,2025-06-09,271.91,Placed
230,1045,2025-06-30,299.47,Delivered
231,1077,2025-06-27,303.86,Shipped
232,1091,2025-06-19,395.09,Delivered
233,1053,2025-06-09,307.16,Cancelled
234,1081,2025-06-02,483.03,Delivered
235,1019,2025-06-01,100.14,Delivered
236,1038,2025-06-14,189.19,Delivered
237,1069,2025-06-06,498.83,Delivered
238,1027,2025-06-13,324.35,Cancelled
239,1060,2025-06-02,393.82,Shipped
240,1080,2025-06-14,489.88,Delivered
241,1072,2025-06-22,188.97,Shipped
242,1084,2025-06-28,330.56,Cancelled
243,1026,2025-06-25,323.38,Delivered
244,1088,2025-06-10,400.6,Delivered
245,1026,2025-06-29,259.96,Cancelled
246,1039,2025-06-11,265.62,Delivered
247,1024,2025-06-30,468.88,Placed
248,1071,2025-06-22,183.45,Cancelled
249,1067,2025-06-25,425.54,Delivered
250,1041,2025-06-22,354.02,Delivered
251,1022,2025-06-27,172.06,Placed
252,1055,2025-06-11,305.21,Placed
253,1084,2025-06-03,420.64,Placed
254,1009,2025-06-16,344.74,Delivered
255,1067,2025-06-26,335.53,Delivered
256,1020,2025-06-04,119.38,Shipped
257,1013,2025-06-15,244.38,Placed
258,1007,2025-06-21,142.39,Delivered
259,1042,2025-06-02,73.93,Placed
260,1052,2025-06-12,398.53,Delivered
261,1097,2025-06-27,262.58,Cancelled
262,1048,2025-06-06,169.66,Shipped
263,1006,2025-06-26,390.29,Placed
264,1081,2025-06-24,265.08,Placed
265,1036,2025-06-30,356.0,Shipped
266,1016,2025-06-04,463.09,Cancelled
267,1026,2025-06-17,367.41,Cancelled
268,1068,2025-06-05,461.94,Cancelled
269,1074,2025-06-26,363.68,Placed
270,1072,2025-06-25,230.41,Cancelled
271,1063,2025-06-26,374.59,Shipped
272,1057,2025-06-18,56.73,Delivered
273,1067,2025-06-28,259.37,Cancelled
274,1086,2025-06-21,311.2,Placed
275,1078,2025-06-14,355.83,Delivered
276,1086,2025-06-30,423.64,Cancelled
277,1068,2025-06-12,317.12,Cancelled
278,1065,2025-06-12,233.71,Placed
279,1094,2025-06-11,161.41,Placed
280,1059,2025-06-22,488.22,Placed
281,1007,2025-06-22,406.01,Shipped
282,1090,2025-06-05,348.57,Placed
283,1037,2025-05-31,97.01,Delivered
284,1039,2025-06-19,369.88,Delivered
285,1036,2025-06-14,255.23,Cancelled
286,1077,2025-06-28,177.91,Placed
287,1047,2025-06-16,134.3,Delivered
288,1038,2025-06-03,400.77,Shipped
289,1014,2025-06-11,275.87,Placed
290,1057,2025-06-08,377.27,Shipped
291,1021,2025-06-22,79.68,Placed
292,1034,2025-06-15,468.18,Placed
293,1057,2025-06-04,279.93,Delivered
294,1084,2025-06-24,323.04,Placed
295,1099,2025-06-22,404.38,Delivered
296,1096,2025-06-04,299.26,Cancelled
297,1059,2025-06-09,159.32,Cancelled
298,1020,2025-06-19,489.28,Placed
299,1056,2025-05-31,466.72,Shipped
300,1064,2025-06-01,291.52,Placed
301,1080,2025-06-15,343.95,Delivered
302,1076,2025-06-17,485.68,Placed
303,1085,2025-06-16,103.5,Placed
304,1036,2025-06-12,148.96,Cancelled
305,1087,2025-06-20,452.01,Cancelled
306,1096,2025-06-01,257.09,Placed
307,1016,2025-06-17,318.44,Placed
308,1005,2025-06-22,345.37,Cancelled
309,1097,2025-06-12,366.19,Placed
310,1060,2025-06-08,383.12,Delivered
311,1019,2025-06-14,241.36,Delivered
312,1086,2025-06-15,174.39,Delivered
313,1083,2025-06-07,77.16,Cancelled
314,1016,2025-06-12,105.29,Placed
315,1016,2025-06-01,161.07,Delivered
316,1019,2025-06-02,424.56,Delivered
317,1065,2025-06-20,155.88,Placed
318,1047,2025-06-14,104.56,Delivered
319,1012,2025-06-10,427.29,Cancelled
320,1047,2025-06-26,184.41,Delivered
321,1072,2025-06-27,82.28,Shipped
322,1011,2025-06-02,350.28,Placed
323,1071,2025-06-16,81.58,Cancelled
324,1059,2025-06-27,167.28,Delivered
325,1047,2025-06-23,105.42,Cancelled
326,1069,2025-06-09,368.75,Shipped
327,1083,2025-06-30,428.71,Placed
328,1049,2025-06-20,282.94,Delivered
329,1033,2025-06-06,259.65,Shipped
330,1021,2025-06-08,155.09,Cancelled
331,1097,2025-06-27,403.05,Placed
332,1038,2025-06-17,219.82,Delivered
333,1038,2025-06-29,370.62,Placed
334,1082,2025-06-03,336.39,Cancelled
335,1030,2025-06-23,430.36,Shipped
336,1062,2025-06-12,485.15,Cancelled
337,1004,2025-06-11,190.16,Shipped
338,1096,2025-06-03,374.0,Cancelled
339,1057,2025-06-07,406.76,Cancelled
340,1043,2025-06-21,471.93,Placed
341,1078,2025-06-15,56.65,Shipped
342,1056,2025-06-15,144.18,Placed
343,1098,2025-06-07,77.84,Shipped
344,1068,2025-06-18,271.74,Shipped
345,1099,2025-06-03,369.16,Delivered
346,1073,2025-06-25,184.09,Cancelled
347,1027,2025-06-03,88.18,Placed
348,1088,2025-06-16,308.26,Delivered
349,1014,2025-06-30,499.99,Placed
350,1039,2025-06-13,349.35,Delivered
351,1007,2025-06-28,404.02,Delivered
352,1063,2025-06-18,69.11,Delivered
353,1012,2025-06-05,456.53,Cancelled
354,1100,2025-06-10,367.52,Delivered
355,1031,2025-06-28,248.83,Placed
356,1024,2025-05-31,399.63,Delivered
357,1075,2025-06-06,425.55,Placed
358,1016,2025-06-17,307.78,Delivered
359,1063,2025-06-23,61.4,Placed
360,1081,2025-06-17,265.81,Placed
361,1093,2025-06-05,214.24,Cancelled
362,1030,2025-06-23,321.14,Delivered
363,1094,2025-06-04,445.7,Placed
364,1037,2025-06-18,118.75,Shipped
365,1033,2025-06-20,479.97,Shipped
366,1028,2025-06-01,71.26,Delivered
367,1087,2025-06-16,192.1,Shipped
368,1032,2025-06-07,251.77,Placed
369,1034,2025-06-17,279.68,Shipped
370,1077,2025-06-24,50.12,Shipped
371,1049,2025-06-12,110.36,Shipped
372,1025,2025-06-25,219.51,Shipped
373,1007,2025-06-03,76.78,Cancelled
374,1090,2025-06-22,435.05,Placed
375,1096,2025-06-16,232.9,Cancelled
376,1022,2025-06-25,232.6,Delivered
377,1009,2025-06-20,377.71,Delivered
378,1093,2025-06-21,434.95,Cancelled
379,1018,2025-06-13,63.52,Cancelled
380,1078,2025-06-30,461.07,Cancelled
381,1089,2025-06-21,320.43,Placed
382,1035,2025-06-26,328.72,Cancelled
383,1048,2025-06-20,415.93,Shipped
384,1075,2025-06-09,147.98,Placed
385,1059,2025-06-09,103.87,Shipped
386,1013,2025-06-30,306.39,Cancelled
387,1075,2025-06-16,409.93,Cancelled
388,1031,2025-06-22,456.45,Delivered
389,1085,2025-06-07,391.93,Delivered
390,1064,2025-06-02,337.68,Cancelled
391,1017,2025-06-02,495.06,Shipped
392,1023,2025-06-26,269.43,Delivered
393,1073,2025-06-05,289.99,Cancelled
394,1079,2025-06-26,483.42,Cancelled
395,1034,2025-06-17,140.81,Shipped
396,1068,2025-06-25,125.07,Delivered
397,1014,2025-06-27,185.81,Shipped
398,1035,2025-06-11,325.08,Delivered
399,1025,2025-06-12,85.65,Shipped
400,1096,2025-06-04,134.61,Cancelled
401,1050,2025-06-13,438.76,Shipped
402,1007,2025-06-16,369.69,Cancelled
403,1031,2025-06-09,86.13,Cancelled
404,1067,2025-06-13,266.66,Cancelled
405,1043,2025-06-17,439.36,Shipped
406,1088,2025-06-09,128.65,Delivered
407,1100,2025-06-24,51.56,Shipped
408,1094,2025-06-04,140.06,Cancelled
409,1091,2025-06-30,260.38,Shipped
410,1046,2025-06-11,60.67,Cancelled
411,1066,2025-06-08,121.64,Placed
412,1040,2025-06-04,408.07,Cancelled
413,1076,2025-06-29,384.35,Shipped
414,1079,2025-06-11,405.15,Shipped
415,1050,2025-06-18,289.32,Delivered
416,1036,2025-06-02,119.5,Cancelled
417,1056,2025-06-01,394.64,Shipped
418,1086,2025-06-28,417.89,Delivered
419,1083,2025-06-27,475.8,Placed
420,1042,2025-05-31,200.8,Shipped
421,1034,2025-06-30,241.5,Placed
422,1037,2025-06-07,259.96,Placed
423,1009,2025-06-12,281.3,Placed
424,1001,2025-06-07,340.78,Delivered
425,1023,2025-06-23,216.36,Delivered
426,1019,2025-06-20,388.87,Shipped
427,1098,2025-06-28,132.26,Cancelled
428,1067,2025-06-19,140.59,Cancelled
429,1009,2025-06-21,452.76,Delivered
430,1073,2025-06-04,158.61,Delivered
431,1014,2025-06-11,351.45,Placed
432,1012,2025-06-20,72.46,Shipped
433,1061,2025-06-25,260.68,Delivered
434,1009,2025-06-22,66.18,Shipped
435,1054,2025-06-05,493.29,Delivered
436,1065,2025-06-03,474.92,Shipped
437,1094,2025-06-06,232.52,Shipped
438,1049,2025-06-29,179.59,Delivered
439,1084,2025-06-09,83.54,Delivered
440,1098,2025-06-30,64.19,Cancelled
441,1007,2025-06-30,81.79,Cancelled
442,1073,2025-06-15,368.06,Delivered
443,1083,2025-06-14,168.47,Placed
444,1054,2025-06-06,252.59,Placed
445,1084,2025-06-22,412.42,Cancelled
446,1000,2025-06-17,54.12,Shipped
447,1080,2025-06-10,89.67,Cancelled
448,1060,2025-06-04,82.77,Placed
449,1072,2025-06-02,238.08,Cancelled
450,1054,2025-06-11,80.93,Delivered
451,1029,2025-06-24,407.44,Shipped
452,1081,2025-06-25,164.53,Shipped
453,1065,2025-06-14,195.72,Cancelled
454,1039,2025-06-30,467.63,Cancelled
455,1013,2025-06-22,194.88,Cancelled
456,1039,2025-06-26,386.55,Shipped
457,1097,2025-06-27,313.2,Delivered
458,1088,2025-06-29,178.18,Cancelled
459,1028,2025-06-15,64.22,Shipped
460,1078,2025-06-11,488.63,Cancelled
461,1099,2025-06-18,211.92,Delivered
462,1056,2025-06-08,424.56,Placed
463,1027,2025-06-10,462.52,Placed
464,1073,2025-06-06,381.62,Cancelled
465,1034,2025-06-12,334.94,Delivered
466,1090,2025-06-08,114.98,Cancelled
467,1017,2025-06-13,442.85,Delivered
468,1085,2025-06-02,280.4,Delivered
469,1070,2025-06-21,325.07,Placed
470,1026,2025-06-22,174.52,Placed
471,1041,2025-06-19,115.46,Placed
472,1045,2025-06-22,351.76,Placed
473,1085,2025-06-14,59.92,Cancelled
474,1074,2025-06-02,94.86,Cancelled
475,1084,2025-06-23,437.33,Shipped
476,1080,2025-06-15,443.71,Delivered
477,1070,2025-06-18,324.91,Delivered
478,1068,2025-06-29,210.35,Shipped
479,1010,2025-06-08,218.7,Cancelled
480,1063,2025-06-06,411.57,Delivered
481,1007,2025-06-20,338.84,Placed
482,1025,2025-06-17,395.76,Shipped
483,1027,2025-06-04,486.98,Delivered
484,1072,2025-06-22,472.6,Cancelled
485,1087,2025-06-28,395.57,Delivered
486,1042,2025-06-12,342.74,Delivered
487,1085,2025-06-26,51.14,Delivered
488,1039,2025-06-19,224.96,Shipped
489,1055,2025-06-25,152.57,Cancelled
490,1000,2025-06-13,234.14,Delivered
491,1001,2025-06-22,321.97,Cancelled
492,1035,2025-06-22,292.19,Placed
493,1066,2025-06-07,381.1,Cancelled
494,1063,2025-05-31,420.31,Cancelled
495,1027,2025-06-17,265.47,Delivered
496,1025,2025-06-23,360.73,Placed
497,1063,2025-06-18,62.71,Shipped
498,1073,2025-06-23,50.89,Placed
499,1016,2025-06-17,323.28,Shipped
500,1098,2025-06-10,199.52,Placed
